,Year,Type,Country,Activity,sex,Injury,Fatal
26,2018,Unprovoked,THAILAND,Swimming,MALE,Lacerations to foot and ankle,NO
27,2018,Unprovoked,BRAZIL,Swimming,MALE,"Multiple severe injuries to arms and leg, leg subsequently surgically amputated",UNKNOWN
28,2018,Unprovoked,AUSTRALIA,Surfing,MALE,Laceration to right thigh,NO
29,2018,Unprovoked,AUSTRALIA,Surfing,MALE,Lacerations to legs,NO
30,2018,Unprovoked,BAHAMAS,Surfing,MALE,No Injury. Shark swam away with the surf board,NO
31,2018,Invalid,BRAZIL,Fishing,MALE,Injury to ankle from marine animal trapped in weir PROVOKED INCIDENT. ,NO
32,2018,Unprovoked,NEW CALEDONIA,Windsurfing,UNKNOWN,"No injury, shark bit board",NO
33,2018,Unprovoked,BAHAMAS,Swimming,MALE,"2 puncture wounds to left foot, abrasion to right foot",NO
34,2018,Unprovoked,SOUTH AFRICA,Surfing,MALE,Lacerations to left knee & lower leg,NO
35,2018,Unprovoked,USA,Stand-Up Paddleboarding,MALE,Injuries to right leg & hand,NO
36,2018,Unprovoked,AUSTRALIA,Wading,MALE,Minor injuries to legs,NO
37,2018,Unprovoked,AUSTRALIA,Swimming,MALE,"No injury, said to have been charged by sharks several times",NO
38,2018,Unprovoked,AUSTRALIA,Surfing,MALE,"Minor injury, ankle grazed",NO
39,2018,Unprovoked,SOUTH AFRICA,Scuba Diving,MALE, The shark & man simply collided; neither were injured,NO
40,2018,Unprovoked,AUSTRALIA,Swimming,FEMALE,Laceratons to right leg & foot,NO
41,2018,Provoked,AUSTRALIA,Kayak fishing for sharks,MALE,"Shark rammed kayak, no injury to occupant  PROVOKED INCIDENT",NO
42,2018,Unprovoked,AUSTRALIA,Walking,MALE,Puncture wounds to leff foot & lower leg,NO
43,2018,Invalid,AUSTRALIA,Swimming,FEMALE,"Collision / No injury, no attack",NO
44,2018,Invalid,BRAZIL,Cleaning fish,FEMALE,Lacerations to 4 toes of right foot,NO
45,2018,Unprovoked,ECUADOR,Snorkeling,MALE,Injuries to right foot,NO
46,2018,Invalid,AUSTRALIA,Spearfishing,MALE,"No injury no attack. This is considerd an ""encounter""",NO
47,2018,Unprovoked,AUSTRALIA,UNKNOWN,MALE,Injuries to right leg,NO
48,2018,Unprovoked,NEW CALEDONIA,Spearfishing,MALE,Injuries to abdomen and arm,NO
49,2018,Unprovoked,AUSTRALIA,Diving,MALE,Severe laceration to left forearm,NO
50,2018,Unprovoked,AUSTRALIA,Free diving,MALE,"No injury, shark took his swimfin",NO
51,2018,Unprovoked,BRAZIL,Surfing,MALE,Minor injury to left forearm,NO
52,2018,Unprovoked,AUSTRALIA,Surfing,MALE,Foot bitten,NO
53,2017,Unprovoked,USA,Surfing,FEMALE,Severe lacerations to left thigh & knee,NO
54,2017,Unprovoked,USA,Surfing,FEMALE,Foot bitten,NO
55,2017,Provoked,MALAYSIA,Fishing / Wading,MALE,"Minor injury to thigh, PROVOKED INCIDENT",NO
56,2017,Unprovoked,BAHAMAS,Snorkeling,FEMALE,Minor injury to arm,NO
57,2017,Unprovoked,COSTA RICA,Scuba Diving,MALE,Serious injury to leg,NO
58,2017,Unprovoked,COSTA RICA,Scuba diving,FEMALE,FATAL,YES
59,2017,Sea Disaster,LIBYA,2 boats capsized,UNKNOWN,FATAL,YES
60,2017,Unprovoked,USA,Spearfishing,MALE,Right leg bitten,NO
61,2017,Unprovoked,USA,Surfing,FEMALE,Heel bitten,NO
62,2017,Unprovoked,UNKNOWN,Surfing,MALE,Puncture wounds to feet,NO
63,2017,Unprovoked,AUSTRALIA,Surfing,MALE,Puncture wounds to left shoulder,NO
64,2017,Unprovoked,CUBA,Night bathing,MALE,FATAL,YES
65,2017,Unprovoked,AUSTRALIA,Snorkeling,MALE,Calf injured,NO
66,2017,Unprovoked,AUSTRALIA,Surfing,MALE,Minor injury to foot,NO
67,2017,Unprovoked,USA,Stand-Up Paddleboarding,MALE,No injury but shark bit SUP,NO
68,2017,Unprovoked,MAURITIUS,Swimming,MALE,Minor injury to foot,NO
69,2017,Unprovoked,USA,Surfing ,MALE,Lacerations to left foot,NO
70,2017,Unprovoked,USA,Swimming,FEMALE,Severe lacerations to left hand & wrist,NO
71,2017,Unprovoked,AUSTRALIA,Kayaking / Fishing,FEMALE,Minor injuries,NO
72,2017,Unprovoked,NEW ZEALAND,Kayaking,MALE,"No injury, shark shook kayak x3 ",NO
73,2017,Unprovoked,USA,Swimming,MALE,Puncture wounds & lacerations to foot,NO
74,2017,Unprovoked,USA,Surfing,MALE,Lacerations to left hand,NO
75,2017,Unprovoked,USA,Snorkeling,FEMALE,Abrasions,NO
76,2017,Invalid,SOUTH AFRICA,Scuba Diving,MALE,FATAL,UNKNOWN
77,2017,Unprovoked,USA,Surfing,MALE,Lacerations to lower left leg and foot,NO
78,2017,Unprovoked,AUSTRALIA,Surfing,MALE,"No injury, board damaged by shark",NO
79,2017,Invalid,USA,Surfing,MALE,"Lacerations to right ankle, foot & toe",UNKNOWN
80,2017,Unprovoked,USA,Surfing,MALE,Laceration to upper arm,NO
81,2017,Unprovoked,USA,Surfing,MALE,Minor lacerations to sole of left foot,NO
82,2017,Unprovoked,SPAIN,Body surfing,MALE,Lacerations to right foot,NO
83,2017,Unprovoked,USA,Surfing,MALE,Lacerations to left foot,NO
84,2017,Invalid,SOUTH AFRICA,Scuba Diving,MALE,"FATAL, but death was probably due to drowning",UNKNOWN
85,2017,,SAMOA,Fishing,MALE,Injuries to hands and legs,NO
86,2017,Boating,AUSTRALIA,Fishing,UNKNOWN,"sharks rammed boats, no injury to occupants",NO
88,2017,Unprovoked,AUSTRALIA,Swimming,MALE,Minor injuries,NO
89,2017,Unprovoked,AUSTRALIA,Surfing,MALE,Minor lacerations to right hip,NO
90,2017,Unprovoked,SOLOMON ISLANDS,Spearfishing,MALE,Foot bitten,NO
91,2017,Unprovoked,SOUTH AFRICA,"Swimming, poaching abalone",MALE,FATAL,YES
92,2017,Unprovoked,JAPAN,Surfing,MALE,Injury to ankle & feet,NO
93,2017,Unprovoked,USA,Swimming,MALE,Lacerations to abdomen,NO
94,2017,Unprovoked,USA,Swimming,FEMALE,Lacerations to foot,NO
95,2017,Unprovoked,USA,Surfing,MALE,Minor injury to right hand,NO
96,2017,Unprovoked,AUSTRALIA,Surfing,MALE,"No injury, board bitten",NO
97,2017,Unprovoked,USA,Wading,FEMALE,Leg injured,NO
98,2017,Invalid,SPAIN,Swimming,FEMALE,Lacerations to left foot,UNKNOWN
99,2017,Unprovoked,NEW ZEALAND,Canoeing,MALE,"No injury, shark bit canoe",NO
100,2017,Unprovoked,USA,SUP,MALE,Not injured by shark but board bitten,NO
101,2017,Unprovoked,BAHAMAS,Spearfishing,MALE,Hand injured,NO
102,2017,Unprovoked,USA,Swimming,MALE,Minor cuts to sole & toes of left foot,NO
103,2017,Unprovoked,EGYPT,Snorkeling,FEMALE,Bite to right leg/hip,NO
104,2017,Provoked,USA,Fishing,MALE,Foot bitten by landed shark PROVOKED INCIDENT,NO
105,2017,Boating,USA,Kayaking / Fishing,MALE,"No injury, bow of kayak bitten",NO
106,2017,Unprovoked,USA,Skimboarding,MALE,Lacerations to lower leg,NO
107,2017,Invalid,USA,Swimming,MALE,Abrasions and cuts to sole of foot,UNKNOWN
108,2017,Unprovoked,USA,UNKNOWN,FEMALE,Bite to left thigh / minor injury,NO
109,2017,Unprovoked,BAHAMAS,Snorkeling,FEMALE,Foot & ankle injured,NO
110,2017,Unprovoked,BAHAMAS,Spearfishing,MALE,Severe lacerations to left hand,NO
111,2017,Unprovoked,"ST HELENA, British overseas territory",Surfing,MALE,Torso bitten,NO
112,2017,Unprovoked,USA,UNKNOWN,FEMALE,Minor injury to hand,NO
113,2017,Unprovoked,SPAIN,Swimming,FEMALE,Abrasion to arm from shark's rough skin,NO
114,2017,Unprovoked,USA,UNKNOWN,FEMALE,Foot bitten,NO
115,2017,Invalid,USA,Swimming,FEMALE,Foot injured,UNKNOWN
116,2017,Boating,USA,Kayaking,MALE,"No injury, kayak bitten",NO
117,2017,Unprovoked,USA,SUP,MALE,"No injury, shark bit paddleboard",NO
118,2017,Unprovoked,USA,Surfing,MALE,Pulled off board by shark but no injury,NO
119,2017,Unprovoked,AUSTRALIA,Surfing,MALE,"Minor injury, grazed by shark",NO
121,2017,Unprovoked,USA,Swimming,MALE,Lower legs bitten,NO
122,2017,Provoked,MEXICO,Fishing,MALE,Hand bitten by hooked shark PROVOKED INCIDENT,NO
123,2017,Unprovoked,SOUTH AFRICA,Surfing,FEMALE,"No injury, shark bit surfboard",NO
124,2017,Invalid,COMOROS,Fishing,UNKNOWN,"Skull found in shark, a probable drowning & scavenging",UNKNOWN
125,2017,Invalid,USA,Fishing,MALE,"Arm injured by hook, not by a shark",UNKNOWN
126,2017,Unprovoked,USA,Swimming,FEMALE,Left foot bitten,NO
127,2017,Unprovoked,USA,Surfing,MALE,1 to 2-inch laceration behind knee,NO
128,2017,Unprovoked,USA,Swimming,FEMALE,Leg bitten,NO
129,2017,Unprovoked,REUNION,Body boarding,MALE,"No injury, shark bit surfboard ",NO
130,2017,Unprovoked,SPAIN,Swimming,MALE,2-inch laceration to hand,NO
131,2017,Unprovoked,FRENCH POLYNESIA,Surfing,MALE,Injuries to hand and wrist,NO
132,2017,Unprovoked,BAHAMAS,Feeding sharks,FEMALE,Fingernail pulled off ,NO
133,2017,Unprovoked,AUSTRALIA,Body boarding,MALE,"No injury, board bitten",NO
134,2017,Unprovoked,AUSTRALIA,Surfing,FEMALE,"No injury, knocked off board",NO
135,2017,Unprovoked,USA,Surfing,MALE,Laceration to left foot,NO
136,2017,Unprovoked,UNITED KINGDOM,Surfing ,MALE,"Bruise to leg, cuts to hand sustained when he hit the shark",NO
137,2017,Unprovoked,USA,Spearfishing,MALE,Laceration to shin,NO
138,2017,Unprovoked,BAHAMAS,Snorkeling,FEMALE,Right forearm severed ,NO
139,2017,Provoked,USA,Touching a shark,FEMALE,Right hand bitten by hooked shark PROVOKED INCIDENT,NO
140,2017,Unprovoked,USA,Feeding sharks,MALE,Lacerations to right arm,NO
141,2017,Invalid,AUSTRALIA,Fishing ,MALE,Abrasion to right forearm from pectoral fin of a shark that leapt into his boat,NO
142,2017,Unprovoked,UNITED ARAB EMIRATES,Spearfishing,MALE,Right leg severely bitten,NO
143,2017,Provoked,AUSTRALIA,Attempting to lasso a shark,MALE,Thigh nipped PROVOKED INCIDENT,NO
144,2017,Unprovoked,MEXICO,Snorkeling,MALE,FATAL,YES
145,2017,Invalid,USA,Surfing,FEMALE,"Laceration to thigh, likely caused by surfboard fin",UNKNOWN
146,2017,Unprovoked,USA,Swimming,FEMALE,Major injury to posterior thigh,NO
147,2017,Unprovoked,SOUTH AFRICA,Surfing,MALE,Minor injury to right calf,NO
148,2017,Unprovoked,USA,Surfing,FEMALE,Left foot bitten,NO
149,2017,Unprovoked,REUNION,Body boarding,MALE,FATAL,YES
150,2017,Unprovoked,NEW ZEALAND,Body boarding,FEMALE,Puncture wounds & laceration above knee,NO
151,2017,Invalid,USA,Photo shoot,FEMALE,Alleged laceration to left ankle,UNKNOWN
152,2017,Unprovoked,"ST HELENA, British overseas territory",Snorkeling,FEMALE,Calf & foot bitten,NO
153,2017,Invalid,USA,Swimming,MALE,Laceration & puncture wounds to left foot,UNKNOWN
154,2017,Unprovoked,USA,UNKNOWN,UNKNOWN,Minor bite to the foot,NO
155,2017,Unprovoked,AUSTRALIA,Surfing,FEMALE,FATAL,YES
156,2017,Unprovoked,USA,Surfing,MALE,Lower right leg severely injured,NO
157,2017,Unprovoked,USA,Surfing,MALE,Lacerations to right foot,NO
158,2017,Unprovoked,USA,Surfing,FEMALE,Lacerations to right foot,NO
159,2017,Invalid,SOUTH AFRICA,Scuba Diving,MALE,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",UNKNOWN
160,2017,Unprovoked,USA,Surfing,FEMALE,Calf bitten,NO
161,2017,Unprovoked,USA,Paddle boarding,FEMALE,Laceration to calf,NO
162,2017,Unprovoked,USA,Swimming,FEMALE,Minor injury to left hand,NO
163,2017,Unprovoked,USA,Swimming,MALE,Foot injured,NO
164,2017,Unprovoked,USA,Swimming,FEMALE,"Thigh nipped, minor injury",NO
165,2017,Unprovoked,AUSTRALIA,Kakaying,MALE,"No injury, shark bit off stern of kayak",NO
166,2017,Unprovoked,USA,Swimming,FEMALE,Lacerations to thighs,NO
167,2017,Unprovoked,USA,Surfing,MALE,Minor injury to left foot,NO
168,2017,Unprovoked,AUSTRALIA,Body boarding,MALE,Minor,NO
170,2017,Unprovoked,PHILIPPINES,Spearfishing,MALE,Right thigh injured ,NO
171,2017,Unprovoked,BAHAMAS,Washing hands,MALE,Abrasions & lacerations to left leg and hand,NO
172,2017,Unprovoked,AUSTRALIA,Snorkeling,FEMALE,Hand bitten,NO
173,2017,Unprovoked,AUSTRALIA,Surfing,MALE,"No injury, shark struck board",NO
174,2017,Unprovoked,REUNION,Body boarding,MALE,Fatal,YES
175,2017,Unprovoked,AUSTRALIA,Spearfishing,MALE,Left leg severely bitten,NO
176,2017,Unprovoked,USA,Swimming,MALE,Injury to hand,NO
177,2017,Provoked,BRAZIL,Grabbing shark for a selfie,FEMALE,"Minor injury to finger, PROVOKED INCIDENT",NO
178,2017,Boating,SOUTH AFRICA,Kayak fishing,MALE,"Shark damaged kayak, no injury to occupant",NO
179,2017,Boating,USA,Tagging sharks,UNKNOWN,"Shark bit boat, no injury to occupants",NO
180,2017,Unprovoked,BAHAMAS,Scuba Diving,MALE,Lacerations to upper right arm,NO
181,2017,Unprovoked,BRAZIL,Swimming,MALE,Minor laceration to ring finger,NO
182,2017,Unprovoked,USA,UNKNOWN,MALE,Puncture wounds to lower arm or hand,NO
183,2017,Unprovoked,AUSTRALIA,Scuba Diving,MALE,"Multiple injuries to arm, wrist and torso",NO
184,2017,Unprovoked,AUSTRALIA,Swimming,MALE,Injury to hand,NO
185,2017,Unprovoked,USA,UNKNOWN,MALE,Minor injury to hand,NO
186,2017,Unprovoked,INDONESIA,Surfing,MALE,Injury to right wrist & forearm,NO
187,0,Invalid,AUSTRALIA,Spearfishing,MALE,"No attack, shark made a threat display",UNKNOWN
188,2017,Unprovoked,USA,Wading,MALE,Minor injuries to foot,NO
189,2017,Invalid,AUSTRALIA,Wading,MALE,Minor injuries to foot & toes,UNKNOWN
190,2016,Unprovoked,USA,Surfing,MALE,Lacerations to right forearm,NO
191,2016,Unprovoked,AUSTRALIA,Snorkeling,FEMALE,Buttock bitten,NO
192,2016,Unprovoked,SOUTH AFRICA,Surf skiing ,MALE,"No injury, but ski severely damaged",NO
193,2016,Unprovoked,AUSTRALIA,Free diving,MALE,Punctures to left foot/ankle,NO
194,2016,Unprovoked,FRENCH POLYNESIA,Fishing,MALE,Hand injured?,NO
195,2016,Invalid,USA,Surfing,MALE,Cuts to right ankle & foot,UNKNOWN
196,2016,Provoked,AUSTRALIA,Surf fishing,MALE,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,NO
197,2016,Unprovoked,AUSTRALIA,Surfing,MALE,Injuries to foot & arm,NO
198,2016,Provoked,AUSTRALIA,Fishing,MALE,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,NO
199,2016,Unprovoked,USA,Floating,FEMALE,Injuries to right calf and thigh,NO
200,2016,Unprovoked,USA,Surfing,MALE,Lacerations to right foot and ankle,NO
201,2016,Unprovoked,USA,Surfing,MALE,Lacerations to right hand,NO
202,2016,Unprovoked,AUSTRALIA,Surfing,MALE,Lacerations to left thigh,NO
203,2016,Unprovoked,USA,Surfing,MALE,Left arm and leg injured,NO
204,2016,Unprovoked,AUSTRALIA,Surfing,MALE,Torso nipped,NO
205,2016,Unprovoked,USA,Snorkeling,FEMALE,Injuries to left calf,NO
206,2016,Invalid,MEXICO,Cage Diving,MALE,"Shark breached cage, no injury to diver",UNKNOWN
207,2016,Unprovoked,AUSTRALIA,Surfing,MALE,Minor wound to lower right leg & surfboard bitten,NO
208,2016,Unprovoked,USA,Surfing,MALE,Wounds to upper thigh and lower leg,NO
209,2016,Unprovoked,USA,Surfing,MALE,Cuts to dorsal surface of left foot,NO
210,2016,Unprovoked,USA,Surfng,MALE,Minor injuries,NO
211,2016,Unprovoked,AUSTRALIA,Surfing,MALE,4 deep lacerations to thigh,NO
212,2016,Unprovoked,USA,Surfing,MALE,Minor injury to thigh,NO
213,2016,Unprovoked,USA,Surfing,MALE,Lacerations to hands,NO
214,2016,Unprovoked,USA,Surfing,MALE,Lacerations to lower leg,NO
215,2016,Unprovoked,USA,Surfing,MALE,"No injury, board bitten",NO
216,2016,Unprovoked,AUSTRALIA,Surfing,MALE,Struck by fin on chest & leg,NO
217,2016,Unprovoked,AUSTRALIA,Surfing,MALE,No injury: Knocked off board by shark,NO
218,2016,Boating,AUSTRALIA,Fishing,UNKNOWN,Shark rammed boat. No injury to occupant,NO
219,2016,Unprovoked,USA,Wading,MALE,Minor injury to arm,NO
220,2016,Unprovoked,USA,Swimming,FEMALE,Severe lacerations to shoulder & forearm,NO
221,2016,Unprovoked,NEW CALEDONIA,Kite surfing,MALE,FATAL,YES
222,2016,Unprovoked,USA,Boogie boarding,FEMALE,Lacerations & punctures to lower right leg,NO
223,2016,Unprovoked,AUSTRALIA,Surfing,MALE,"No inury, board broken in half by shark",NO
224,2016,Unprovoked,USA,Body boarding,MALE,Foot bitten,NO
225,2016,Unprovoked,USA,Spearfishing,MALE,Two toes broken & lacerated,NO
226,2016,Invalid,MEXICO,Cage Diving,UNKNOWN,"No injury to divers, white shark breached cage",UNKNOWN
227,2016,Unprovoked,USA,Surfing,MALE,Lacerations to right foot,NO
228,2016,Unprovoked,USA,Surfing,MALE,Minor injury to ankle,NO
229,2016,Unprovoked,REUNION,Surfing,MALE,"Right arm severed, ankle severely bitten ",NO
230,2016,Unprovoked,USA,Wading,MALE,Minor injury to ankle,NO
231,2016,Unprovoked,BAHAMAS,Snorkeling,MALE,Lacerations to left leg,NO
232,2016,Unprovoked,USA,SUP Foil boarding,MALE,"No inury, shark & board collided",NO
233,2016,Unprovoked,USA,Surfing,MALE,Big toe bitten,NO
234,2016,Unprovoked,SPAIN,Swimming,MALE,Lacerations to right hand,NO
235,2016,Unprovoked,CHINA,Swimming,MALE,Lacerations to leg,NO
236,2016,Boating,AUSTRALIA,Kayaking,MALE,"No injury, shark nudged kayak repeatedly",NO
237,2016,Provoked,USA,Lobstering,MALE,Laceration to left forearm PROVOKED INCIDENT,NO
238,2016,Unprovoked,AUSTRALIA,Surfing,MALE,"No injury. Leg rope severed, knocked off board by shark",NO
239,2016,Unprovoked,JAPAN,Surfing,MALE,Lacerations to left leg,NO
240,2016,Unprovoked,AUSTRALIA,Surfing,MALE,Calf bumped but no injury,NO
241,2016,Unprovoked,BAHAMAS,Spearfishing,MALE,Lacerations to face and right leg,NO
242,2016,Provoked,AUSTRALIA,Fishing,MALE,Laceration to left calf from hooked shark PROVOKED INCIDENT,NO
243,2016,Boating,USA,Fishing in Alabama Deep Fishing Rodeo,UNKNOWN,"No injury, shark bit trolling motor",NO
244,2016,Unprovoked,USA,Surfing,FEMALE,Minor injury to leg,NO
245,2016,Unprovoked,USA,UNKNOWN,FEMALE,Minor injury to toes,NO
246,2016,Unprovoked,USA,Kite surfing,MALE,"No injury, board damaged",NO
247,2016,Unprovoked,USA,Swimming,MALE,Puncture wounds to foot,NO
248,2016,Unprovoked,BAHAMAS,Scuba Diving,MALE,Face bruised when partly blind shark collided with him,NO
249,2016,Unprovoked,SPAIN,Wading,FEMALE,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",NO
250,2016,Boating,USA,Fishing for squid,MALE,"No injury. Hull bitten, tooth fragment recovered",NO
251,2016,Provoked,USA,Fishing,MALE,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,NO
252,2016,Boating,USA,Fishing for sharks,MALE,"No injury. Hull bitten, tooth fragment recovered",NO
253,2016,Unprovoked,USA,Swimming,FEMALE,"Buttocks, thigh, left hand & wrist injured",NO
254,2016,Provoked,AUSTRALIA,Fishing,MALE,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,NO
255,2016,Unprovoked,USA,UNKNOWN,MALE,Minor injury,NO
256,2016,Unprovoked,USA,Surfing,MALE,Foot injured,NO
257,2016,Unprovoked,COLUMBIA,Scuba Diving,MALE,Severe bite to right hand,NO
258,2016,Unprovoked,SOUTH AFRICA,Spearfishing,MALE,Injuries to left leg & right hand,NO
259,2016,Unprovoked,USA,Floating,MALE,Lacerations and punctures to foot,NO
260,2016,Unprovoked,USA,Wading,MALE,Injuries to right calf,NO
261,2016,Unprovoked,USA,Surfing,MALE,Single puncture wound to arm,NO
262,2016,Provoked,AUSTRALIA,Spearfishing,MALE,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,NO
263,2016,Unprovoked,USA,Floating in tube,FEMALE,Injury to lower leg,NO
264,2016,Unprovoked,USA,Standing,MALE,Laceration to wrist,NO
265,2016,Invalid,USA,Surfing,MALE,"No injury, board damaged",UNKNOWN
266,2016,Unprovoked,USA,Swimming,MALE,Leg bitten,NO
267,2016,Unprovoked,AUSTRALIA,Diving,FEMALE,FATAL,YES
268,2016,Unprovoked,EGYPT,Swimming,MALE,"Leg severely bitten, surgically amputated",NO
269,2016,Unprovoked,AUSTRALIA,Spearfishing,MALE,"No injury, but sharks repeatedly hit their fins and guns",UNKNOWN
270,2016,Unprovoked,NEW CALEDONIA,Kite surfing,MALE,Laceration to heel,NO
271,2016,Unprovoked,AUSTRALIA,Surfing,MALE,FATAL,YES
272,2016,Unprovoked,USA,Swimming,FEMALE,Injuries to arm and shoulder,NO
273,2016,Unprovoked,USA,Swimming,MALE,Injury to posterior right leg,NO
274,2016,Unprovoked,USA,Swimming,FEMALE,Puncture wounds to thigh,NO
275,2016,Unprovoked,USA,Swimming,FEMALE,Lacerations and puncture wounds to foot and ankle,NO
276,2016,Unprovoked,USA,Swimming,FEMALE,"Back, arm & hand injured",NO
277,2016,Unprovoked,USA,Swimming,MALE,Ankle bitten,NO
278,2016,Provoked,USA,Teasing a shark,FEMALE,Arm grabbed PROVOKED INCIDENT,NO
279,2016,Unprovoked,USA,Floating,MALE,Minor lacerations to right shoulder,NO
280,2016,Provoked,NEW ZEALAND,Fishing,MALE,Foot bitten by landed shark PROVOKED INCIDENT,NO
281,2016,Unprovoked,INDONESIA,Surfing,MALE,Elbow bitten,NO
282,2016,Unprovoked,USA,Surfing,MALE,Minor injury to left foot,NO
283,2016,Unprovoked,SOUTH AFRICA,Surf-skiing,MALE,"No injury, surf-ski bitten",NO
284,2016,Unprovoked,AUSTRALIA,Swimming,MALE,Minor puncture wound to foot,NO
285,2016,Provoked,FRENCH POLYNESIA,Spearfishing,MALE,Laceration to knee by speared shark PROVOKED INCIDENT,UNKNOWN
286,2016,Provoked,FRENCH POLYNESIA,Spearfishing,MALE,"Severe lacerations to right forearm, hand and calf from speared shark PROVOKED INCIDENT",NO
287,2016,Unprovoked,USA,Spearfishing,MALE,Multiple bites to right arm,NO
288,2016,Unprovoked,NEW CALEDONIA,Walking,FEMALE,FATAL,YES
289,2016,Invalid,CAPE VERDE,UNKNOWN,MALE,"""Serious""",UNKNOWN
290,2016,Unprovoked,USA,Fishing,MALE,Left hand bitten,NO
291,2016,Invalid,USA,SUP,MALE,Fell off board when spinner shark leapt from the water next to him. No injury to surfer,UNKNOWN
292,2016,Unprovoked,USA,Snorkeling,FEMALE,Minor injury to left foot,NO
293,2016,Unprovoked,AUSTRALIA,Surfing,MALE,Severe injury to thigh,NO
294,2016,Unprovoked,USA,UNKNOWN,MALE,Minor injury to arm. Possibly caused by smalll nurse shark,UNKNOWN
295,2016,Unprovoked,AUSTRALIA,Surfing,MALE,"No injury, board dented",NO
296,2016,Provoked,BAHAMAS,UNKNOWN,MALE,Minor injury to chest PROVOKED INCIDENT,NO
297,2016,Invalid,USA,Surfing,UNKNOWN,Board reportedly bumped by shark. No injury,UNKNOWN
298,2016,Unprovoked,USA,Body surfing,MALE,Lacerations to right foot and ankle,NO
299,2016,Unprovoked,FIJI,Diving for beche-de-mer,MALE,FATAL,YES
300,2016,Unprovoked,USA,UNKNOWN,MALE,Superficial injury to foot,NO
301,2016,Unprovoked,AUSTRALIA,Fishing,MALE,Puncture wounds to right calf,NO
302,2016,Unprovoked,BRAZIL,Swimming,MALE,Minor injury to head,NO
303,2016,Unprovoked,NEW CALEDONIA,Kite surfing,MALE,Puncture wounds to right thigh,NO
304,2016,Unprovoked,NEW CALEDONIA,Spearfishing,MALE,Forearm bitten,NO
305,2016,Unprovoked,DOMINICAN REPUBLIC,Wading,FEMALE,Avulsion injury to lower leg,NO
306,2016,Invalid,CAYMAN ISLANDS,Feeding stingrays?,MALE,Minor injury to wrist from Southern stingray,UNKNOWN
307,2016,Invalid,AUSTRALIA,Surfing,MALE,"No injury, knocked off board",UNKNOWN
308,2016,Unprovoked,AUSTRALIA,Walking,FEMALE,Foot nipped,NO
309,2016,Unprovoked,AUSTRALIA,Windsurfing,MALE,"No injury, shark bit board",NO
310,2016,Unprovoked,BRAZIL,Swimming,MALE,Lacerations to scalp,NO
311,2016,Boating,SOUTH AFRICA,Kayak fishing,MALE,"No injury, shark capsized kayak",NO
312,2016,Unprovoked,USA,Surfing,MALE,Lacerations to both hands,NO
313,2016,Unprovoked,USA,Surfing,FEMALE,No injury,NO
314,2016,Unprovoked,USA,Spearfishing,MALE,"Bruised ribs & tail bone, speargun broken and wetsuit cut",NO
315,2016,Boating,UNITED ARAB EMIRATES,Fishing,MALE,"No injury to occupants, shark leapt into boat",NO
316,2016,Unprovoked,USA,Paddle boarding,MALE,No injury,NO
317,2016,Unprovoked,AUSTRALIA,Surfing,MALE,Laceration to right foot,NO
318,2016,Unprovoked,AUSTRALIA,Wading,MALE,Laceration to right calf,NO
319,2016,Unprovoked,AUSTRALIA,Spearfishing,MALE,Lacerations to arms & leg,NO
320,2015,Boating,SOUTH AFRICA,Kayak Fishing,MALE,"No injury, kayak damaged",NO
321,2015,Unprovoked,SPAIN,Swimming,FEMALE,Lacerations to left forearm,NO
322,2015,Unprovoked,USA,Paddle boarding,MALE,"No injury, shark bit board",NO
323,2015,Unprovoked,AUSTRALIA,Surfing,MALE,"No injury, shark leapt on surfboard",NO
324,2015,Unprovoked,BRAZIL,Scuba diving,MALE,Right hand & part of forearm removed,NO
325,2015,Unprovoked,ARUBA,Sea disaster,MALE,FATAL,YES
326,2015,Boating,AUSTRALIA,Fishing,UNKNOWN,"No injury, shark rammed boat & bit motor",NO
327,2015,Unprovoked,BAHAMAS,Lobster fishing,MALE,"Bitten on thigh, abdomen & hand",NO
328,2015,Unprovoked,SOUTH AFRICA,Swimming / Wading,FEMALE,Lacerations to both hands and forearms,NO
329,2015,Unprovoked,ECUADOR,Snorkeling,MALE,Lacerations to left calf,NO
330,2015,Unprovoked,USA,Surfing,MALE,Right heel injured,NO
331,2015,Unprovoked,USA,Swimming,FEMALE,Leg injured,NO
332,2015,Unprovoked,USA,Surfing,MALE,Lacerations to hand,NO
333,2015,Unprovoked,AUSTRALIA,Surfing,MALE,Injury to left thigh,NO
334,2015,Invalid,USA,Surfing,FEMALE,Lower left leg injured,UNKNOWN
335,2015,Unprovoked,USA,Swimming,MALE,Laceration to right ankle,NO
336,2015,Unprovoked,USA,Wading,FEMALE,Injury to right ankle/calf & hand,NO
337,2015,Unprovoked,MOZAMBIQUE,Fishing,MALE,"Arms severely injured, surgically amputated",NO
338,2015,Unprovoked,AUSTRALIA,Spearfishing,MALE,Minor injury,NO
339,2015,Unprovoked,USA,Body boarding,MALE,"Lacerations & puncture wounds to right thigh, calf & ankle",NO
